IST-2.jpg    	          0.566438271
IST-4.jpg    	          0.580241873
IST-6.jpg    	          0.566878072
IST-1.jpg    	         16.076849525
IST-5.jpg    	         16.040527294
IST-3.jpg    	         16.590739954
IST-8.jpg    	          0.948129974
IST-7.jpg    	         16.419392284
IST-10.jpg    	          1.074054885
IST-12.jpg    	          0.868506766
IST-14.jpg    	          0.811461289
IST-9.jpg    	         15.605881234
IST-16.jpg    	          0.763036404
IST-13.jpg    	         16.764961739
IST-18.jpg    	          0.885809605
IST-15.jpg    	         17.265513904
IST-20.jpg    	          1.020636405
IST-17.jpg    	         13.277157024
IST-22.jpg    	          0.820476795
IST-11.jpg    	         30.675090222
IST-24.jpg    	          1.870876189
IST-19.jpg    	         14.182453995
IST-26.jpg    	          2.017458898
IST-21.jpg    	         14.862238483
IST-28.jpg    	          0.917521002
IST-23.jpg    	         15.937652180
IST-30.jpg    	          0.818045659
IST-25.jpg    	         14.392024449
IST-32.jpg    	          0.861486557
IST-29.jpg    	         13.901458006
IST-31.jpg    	          8.511005450
IST-27.jpg    	         21.434717401
total 	4          73.522197344
thread_0 	6          64.976622635
thread_1 	9          72.515511033
thread_2 	7          73.365547127
thread_3 	10          67.655603536
