block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
2,33.0,69.0,00:33,01:09,36.0,0.6,1,60.0,90.0,01:00,01:30,30.0,9.0,0.25,0.3,Internacional,"Internacional, Greves/Trabalho",protesto em bruxelas | agricultores | agricultores protesto em bruxelas | porto x famalicão na rtp,Other/Unknown,,,,"Boanóito, o procurador geral da República Garante, que não foram ultrapassados",1,
3,72.0,75.0,01:12,01:15,3.0,0.05,1,60.0,90.0,01:00,01:30,30.0,3.0,1.0,0.1,Other/Unknown,,0 37 | 1 63 3 28 | 2 77 | 3 9 | alexander | 4 05 0 37 1 63 2 96 0 43 | 91 39 | 27 22 13 w,Other/Unknown,,,,"Boanóito, o procurador geral da República Garante, que não foram ultrapassados",1,
4,81.0,87.0,01:21,01:27,6.0,0.1,1,60.0,90.0,01:00,01:30,30.0,6.0,1.0,0.2,Other/Unknown,,48 28 68 n | 19 59 | qui 18 | telejornal,Other/Unknown,,,,"Boanóito, o procurador geral da República Garante, que não foram ultrapassados",1,
5,87.0,117.0,01:27,01:57,30.0,0.5,1,60.0,90.0,01:00,01:30,30.0,3.0,0.1,0.1,Other/Unknown,,19 59 | qui 18 | telejornal | joão adelino faria | rtp | tele jornal | qui 18 19 59 | chresponde a montonoro,Other/Unknown,,,,"Boanóito, o procurador geral da República Garante, que não foram ultrapassados",1,
5,87.0,117.0,01:27,01:57,30.0,0.5,2,90.0,120.0,01:30,02:00,30.0,27.0,0.9,0.9,Other/Unknown,,19 59 | qui 18 | telejornal | joão adelino faria | rtp | tele jornal | qui 18 19 59 | chresponde a montonoro,Other/Unknown,,,,"os limites na averiguação preventiva, ao caso o sepino-viva, uma resposta às críticas que foram deixadas pro Lisbon de Negro, a madeu-gué rassegura que também não teve qualquer intervenção na decisão final, porque pediu excusa. Já o diretor do Diciá passa segura que não ouve qualquer inversão do ano de prova, tal como acusou o primeiro mês.",1,
6,117.0,246.0,01:57,04:06,129.0,2.15,2,90.0,120.0,01:30,02:00,30.0,3.0,0.023255813953488372,0.1,Justiça/Segurança,Justiça/Segurança,pgr di | qui 18 19 59 | tele jornal | pgr diz que não teve intervenção na decisão final | caso spinumviva | 19 59 | qui 18 | procurador geral da república,Other/Unknown,,,,"os limites na averiguação preventiva, ao caso o sepino-viva, uma resposta às críticas que foram deixadas pro Lisbon de Negro, a madeu-gué rassegura que também não teve qualquer intervenção na decisão final, porque pediu excusa. Já o diretor do Diciá passa segura que não ouve qualquer inversão do ano de prova, tal como acusou o primeiro mês.",1,
10,336.0,393.0,05:36,06:33,57.0,0.95,12,390.0,420.0,06:30,07:00,30.0,3.0,0.05263157894736842,0.1,Justiça/Segurança,Justiça/Segurança,duração depende também da colaboração da pessoa | averiguação preventiva | 20 03 | portuga | qui 18 | tele jornal | rasi | sie,Internacional,Internacional,,,"Os líderes europeus estão reunidos em Bruxelas para tentar enxergar um acordo considerado histórico em causa. Está sobretudo essa possibilidade de ser usados os ativos russos congelados para manter o apoio ao crânio. Esses ativos são no essencial reservas do Banco Central da Rússia, que estão agora retidas na União Europeia, e isso aconteceu depois da invasão da Ucrania. Então, o valor total estão avaliados em cerca de 200",2,
11,393.0,465.0,06:33,07:45,72.0,1.2,12,390.0,420.0,06:30,07:00,30.0,27.0,0.375,0.9,Other/Unknown,,13 21 | qui 18 20 04 | tele jornal | 20 04 | qui 18 | telejornal | qui 18 20 05 | 20 05,Internacional,Internacional,,,"Os líderes europeus estão reunidos em Bruxelas para tentar enxergar um acordo considerado histórico em causa. Está sobretudo essa possibilidade de ser usados os ativos russos congelados para manter o apoio ao crânio. Esses ativos são no essencial reservas do Banco Central da Rússia, que estão agora retidas na União Europeia, e isso aconteceu depois da invasão da Ucrania. Então, o valor total estão avaliados em cerca de 200",2,
11,393.0,465.0,06:33,07:45,72.0,1.2,13,420.0,450.0,07:00,07:30,30.0,30.0,0.4166666666666667,1.0,Other/Unknown,,13 21 | qui 18 20 04 | tele jornal | 20 04 | qui 18 | telejornal | qui 18 20 05 | 20 05,Governo/Partidos,Governo/Partidos,,,"ideias, mil milhões de euros. Até agora, só os russos de estes ativos financeiros têm sido usados para apoiar que houve vários países estão ainda contra este plano. Entre eles está a Abelze. onde se encontra de positada a grande maioria dos ativos, são cerca de 185 mil milhões de euros. Em causa, estão dúvidas sobre o respeito que será congelar estes ativos, os respeitos pro direito internacional, que levam o governo belga","2, 3",
11,393.0,465.0,06:33,07:45,72.0,1.2,14,450.0,480.0,07:30,08:00,30.0,15.0,0.20833333333333334,0.5,Other/Unknown,,13 21 | qui 18 20 04 | tele jornal | 20 04 | qui 18 | telejornal | qui 18 20 05 | 20 05,Internacional,Internacional,,,a também reconsocoências legais e financiárias incluindo-se da própria rução. E esta simara é por isso já considerado um teste para a credibilidade da própria União Europeia.,3,
