block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
1,No speech,0.0,0.0,0.0,0.0,0,,,,,,
2,No speech,0.0,0.0,0.0,0.0,0,,,,,,
3,No speech,0.0,0.0,0.0,0.0,0,,,,,,
4,Saúde,3.0,1.0,3.0,0.058823529411764705,1,Saúde,,,1,"Os inspeitos afirmam ainda que o médico fez cirurgias aos papos pais, algo que a TVI já tinha averiguado. Felo sem qualquer referência são, o que resultou num gasto de superior a 8.500 euros para o SNS, dos quais 5.500 apenas numa manhã de um sábado, ele foram pagos diretamente. Tal como a TV notícia, Miguel Palhaum ganhou 400 mil euros em apenas 10 sábados.","Os inspeitos afirmam ainda que o médico fez cirurgias aos papos pais, algo que a TVI já tinha averiguado. Felo sem qualquer referência são, o que resultou num gasto de superior a 8.500 euros para o SNS, dos quais 5.500 apenas numa manhã de um sábado, ele foram pagos diretamente. Tal como a TV notícia, Miguel Palhaum ganhou 400 mil euros em apenas 10 sábados."
5,Saúde,27.0,1.0,27.0,0.8181818181818182,1,Saúde,,,1,"Os inspeitos afirmam ainda que o médico fez cirurgias aos papos pais, algo que a TVI já tinha averiguado. Felo sem qualquer referência são, o que resultou num gasto de superior a 8.500 euros para o SNS, dos quais 5.500 apenas numa manhã de um sábado, ele foram pagos diretamente. Tal como a TV notícia, Miguel Palhaum ganhou 400 mil euros em apenas 10 sábados.","Os inspeitos afirmam ainda que o médico fez cirurgias aos papos pais, algo que a TVI já tinha averiguado. Felo sem qualquer referência são, o que resultou num gasto de superior a 8.500 euros para o SNS, dos quais 5.500 apenas numa manhã de um sábado, ele foram pagos diretamente. Tal como a TV notícia, Miguel Palhaum ganhou 400 mil euros em apenas 10 sábados."
6,Transportes/Mobilidade,60.0,0.6896551724137931,87.0,0.7837837837837838,3,"Educação, Transportes/Mobilidade, Justiça/Segurança",,,"2, 3","O Instituto de Soldadura e Qualidade realizou várias inspeções magnéticas aos cabos do elevador da glória, com sensores capazes de detectar anomalias invisíveis ao aluno, como fios partidos e bolhas de ar do interior. O primeiro cabo com núcleo em fibra passou nesse Zaman fevereiro de 2023, três meses depois de entrada em serviço. Nessa altura, o ESC recomendou a carris segunda-expeção no prazo máximo de um ano. Em reação a notícia do Semanário, na serem do Sol, a carrisa informa agora que iria repetir os testes e o Etromagnéticos, no mês seguinte ao acidente. Estava prevista a nova inspção para o 8 de 2025. Ou seja, o primeiro cabo de fibra foi inspecionado ao fim de três","O Instituto de Soldadura e Qualidade realizou várias inspeções magnéticas aos cabos do elevador da glória, com sensores capazes de detectar anomalias invisíveis ao aluno, como fios partidos e bolhas de ar do interior. O primeiro cabo com núcleo em fibra passou nesse Zaman fevereiro de 2023, três meses depois de entrada em serviço. Nessa altura, o ESC recomendou a carris segunda-expeção no prazo máximo de um ano. Em reação a notícia do Semanário, na serem do Sol, a carrisa informa agora que iria repetir os testes e o Etromagnéticos, no mês seguinte ao acidente. Estava prevista a nova inspção para o 8 de 2025. Ou seja, o primeiro cabo de fibra foi inspecionado ao fim de três"
7,Justiça/Segurança,3.0,1.0,3.0,1.0,1,Justiça/Segurança,,,3,"Em reação a notícia do Semanário, na serem do Sol, a carrisa informa agora que iria repetir os testes e o Etromagnéticos, no mês seguinte ao acidente. Estava prevista a nova inspção para o 8 de 2025. Ou seja, o primeiro cabo de fibra foi inspecionado ao fim de três","Em reação a notícia do Semanário, na serem do Sol, a carrisa informa agora que iria repetir os testes e o Etromagnéticos, no mês seguinte ao acidente. Estava prevista a nova inspção para o 8 de 2025. Ou seja, o primeiro cabo de fibra foi inspecionado ao fim de três"
8,Economia/Proteção Social,30.0,0.5,60.0,0.9523809523809523,2,"Justiça/Segurança, Economia/Proteção Social",,,"3, 4","meses, o do acidente só seria, ao fim, de um ano de serviço. A tragédia, antes de possuir um mês, ficar ouvida, será que teria sido evitada? em expressão também poderia feiar por falta de acesso às extremidades do cabo, que estão tudo indica na origem da tragédia. Especionar a pinha de ligação do cabo a carruagem implicaria desmontar uma série de peças e imobilizar os ilvadores todos os meses, como mandam as normas europeias nunca cumpridas para empresas.","meses, o do acidente só seria, ao fim, de um ano de serviço. A tragédia, antes de possuir um mês, ficar ouvida, será que teria sido evitada? em expressão também poderia feiar por falta de acesso às extremidades do cabo, que estão tudo indica na origem da tragédia. Especionar a pinha de ligação do cabo a carruagem implicaria desmontar uma série de peças e imobilizar os ilvadores todos os meses, como mandam as normas europeias nunca cumpridas para empresas."
9,Governo/Partidos,87.0,0.4915254237288136,177.0,0.7564102564102564,6,"Governo/Partidos, Greves/Trabalho",,CHEGA,"5, 6, 7","A proposta vende de um governo também ele, diferente de há 12 anos, pelo menos no que toca aos protagonistas, porque a cor política essa voltou a ser laranja. Pedro Motaçoar de lugar, Maria Rosário Palma Ramálio na pasta do trabalho, e no papel de passo escuelo está agora a Luís Montenegro, que usa as organizações sindicais de estar olhado para interesses partidários. Não consigo deslumbrar outra razão para esta posição das centrais sindicais, mas acho que não seja olhar para interesses que, do meu ponto de vista, não deviam ser os profeilecentes que é o interesse dos partidos que estão sobretudo ligados a gestão das duas centrais sindicais. Com um sem acordo com os parceiros sociais, a ministra de trabalho já afirmou que reforma vai mesmo seguir para o Parlamento. É o verdadeiro significado do greve geral, uma paralisação para todos os trabalhadores, de todos os setores do público, ao privado e que junta as duas centrais sindicais, CZTP e UZT. Em 50 anos de democracia aconteceram 10 e para que não se chega a décima primeira, a lei laboral como está, não pode avançar. Se há um pouco mais de 100 antigos, a razão de ser de uma nova agrave geral, seja ATP e OGT uniram forças contra a chamada Reforma da Leda Boral, as duas centrais sindicais consideram que o anteprojeto representam o retrocesso nos direitos dos trabalhadores. Tem mais de 100 alterações à legislação da Boral, se sente que significaria o inónio de retrocesse, posto trabalhadores no plano daquilo que é precaria da dos horários de trabalho, na questão da contratação coletiva, a facilitação também dos sedimentos. Em causa está a chamada flexibilização do código do trabalho, a expressão criada pelo governo para falar da facilitação dos despedimentos e não só. Por exemplo, o escutivo quer alargar os prazos dos contratos de termo certo, de dois para três anos e de termo incerto, de quatro para cinco anos, bem como alterar os prazos do período experimental e","A proposta vende de um governo também ele, diferente de há 12 anos, pelo menos no que toca aos protagonistas, porque a cor política essa voltou a ser laranja. Pedro Motaçoar de lugar, Maria Rosário Palma Ramálio na pasta do trabalho, e no papel de passo escuelo está agora a Luís Montenegro, que usa as organizações sindicais de estar olhado para interesses partidários. Não consigo deslumbrar outra razão para esta posição das centrais sindicais, mas acho que não seja olhar para interesses que, do meu ponto de vista, não deviam ser os profeilecentes que é o interesse dos partidos que estão sobretudo ligados a gestão das duas centrais sindicais. Com um sem acordo com os parceiros sociais, a mini..."
10,Governo/Partidos,3.0,1.0,3.0,1.0,1,"Governo/Partidos, Greves/Trabalho",,,7,"de retrocesse, posto trabalhadores no plano daquilo que é precaria da dos horários de trabalho, na questão da contratação coletiva, a facilitação também dos sedimentos. Em causa está a chamada flexibilização do código do trabalho, a expressão criada pelo governo para falar da facilitação dos despedimentos e não só. Por exemplo, o escutivo quer alargar os prazos dos contratos de termo certo, de dois para três anos e de termo incerto, de quatro para cinco anos, bem como alterar os prazos do período experimental e","de retrocesse, posto trabalhadores no plano daquilo que é precaria da dos horários de trabalho, na questão da contratação coletiva, a facilitação também dos sedimentos. Em causa está a chamada flexibilização do código do trabalho, a expressão criada pelo governo para falar da facilitação dos despedimentos e não só. Por exemplo, o escutivo quer alargar os prazos dos contratos de termo certo, de dois para três anos e de termo incerto, de quatro para cinco anos, bem como alterar os prazos do período experimental e"
