block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
1,00:00,00:15,0.0,15.0,0.25,Governo/Partidos,No speech,Governo/Partidos,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Governo/Partidos,,,,a televisão feita por si | 19 53 | 2 976 | tensão na escadaria do parlamento | tvi 19 53,,1,medium
2,00:15,00:36,15.0,36.0,0.35,Greves/Trabalho,No speech,Greves/Trabalho,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,45.0,first_speech_window,"Educação, Greves/Trabalho",,,,divc | 1 865 | tvi 19 53 | amanhã há greve da função pública | dnc | ubuntu | 19 53 | teife,,"2, 3",medium
3,00:36,00:57,36.0,57.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,00:54,18.0,4,"body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,01:00,24.0,first_speech_window,,,,,1 865 | tvi 19 54 | agarrados ao ecrã crianças viciadas | 19 54 | tv 19 54 | nacional | 0 754 | 3 087,,4,medium
4,00:57,01:06,57.0,66.0,0.15,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.667,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,3.0,first_speech_window,,"Governo/Partidos, Greves/Trabalho",,,tvi 19 55 | 19 55 | amos derrotar | o pacote,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias",5,medium
5,01:06,03:15,66.0,195.0,2.15,Greves/Trabalho,Governo/Partidos,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,1.0,0.651,5,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,6.0,first_speech_window,"Greves/Trabalho, Justiça/Segurança","Governo/Partidos, Greves/Trabalho, Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil",,,19 55 | tvi | depro dar | greve geral em todo o país | tvi 19 55 | cresce a tensão na escadaria da assembleia | ânimos sobem de tom em frente à assembleia | tvi 19 56,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias da Assembleia da República. A Polícia está agora a tentar controlar estes cidadãos em Fúria, ao que conseguimos apurar nenhum deles se faz parte da CZP ou da UGT, as duas centrais helicais que convocaram o protesto em dia de grabs. Olá, Sandra Boloie. Está aproximadamente 10, 15 minutos. Uma equi...",6,high
7,10:15,11:36,615.0,696.0,1.35,Governo/Partidos,Saúde,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,1.0,0.556,4,candidate_detected,high,10:30,15.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,10:00,15.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high","Governo/Partidos, Greves/Trabalho, Educação","Saúde, Educação, Greves/Trabalho, Justiça/Segurança",,,governo fala em adesão inexpressiva | greve geral em todo o país | 20 04 | tvi | 11 df7 r | 11 de7 | geral | www cgtp pt,"O que desde o Itimeia, eu não consigo pegar o que o camioneta deixou de um coboio. Em dia de gravisar alo, o país ficou superimido, apesar dos serviços mínimos. Não são nos coboios, mas também na educação e na saúde. Nos hospitales, são José, por exemplo, a sala de espera para as consultas costuma estar abarrotar de pessoas. Dizer que as consultas ternas, pelo meu conhecimento, não têm técnicos auxiliais de saúde, não têm enfermeiros, têm apenas alguns assicentes técnicos e muito poucos médicos. No porto no hospital de São João não é possível, mas carar a greve só se atende o que é urgente. Sandra, a polícia está a fazer exatamente 5 feias, aproximadamente 3 quartos. Agora está este indir o ...","12, 13, 14",high
8,11:36,16:39,696.0,999.0,5.05,Justiça/Segurança,Greves/Trabalho,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.297,11,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,11:00,36.0,"theme_changed, lexical_change_high, semantic_change_high","Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade","Justiça/Segurança, Greves/Trabalho, Cultura, Transportes/Mobilidade",,,greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,"está a fazer exatamente 5 feias, aproximadamente 3 quartos. Agora está este indir o fogo que estava lá o fim da escadarinha. Aqui um pouco mais acima, há também algumas munições de borracha que estão acertados para a polícia e como se vê, toda a zona do lá que ficou desfateiada em muitos poços de um desmazação em tudo similar. Aqui um pouco mais reforçadas, aqui para a intervenção rápida, são mais elementos do hombro daqueles que tiram há pouco, mas também aqui o foco de Era um pouco mais terso, portanto talvez por isso eu vejo que consigo me juntar em um estinturma, mas talvez eu acho que deixo mais a ser utilizado, escreja-se aqui um pouco esta nuvem de fume, e há alguns agentes que estão ...","15, 16, 17, 18, 19, 20, 21",high
9,16:39,21:33,999.0,1293.0,4.9,Greves/Trabalho,Transportes/Mobilidade,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,0.898,0.307,10,late_body_ocr_change,low,,72.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,16:30,9.0,"theme_changed, semantic_change_high, entities_changed, volume_change_high","Greves/Trabalho, Transportes/Mobilidade","Transportes/Mobilidade, Eleições/Campanha, Abertura/Manchetes, Greves/Trabalho, Saúde, Internacional",,,acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,"quer no número de convoyos, quer no número de passageiros, até às 10 da manhã a empresa conseguiu fazer apenas 12 ligações, três delas, Lisboa, fora d'hora de ponta, não ouve convoyos para capital. No Porto O cenário Repetiu-se, este CP nem sequer conseguiu cumprir os serviços mínimos. A cidade só não orgulhou no caos porque havia também muito menos pessoas à procura de transporte e a circular nas estradas. A estação de campanha também estava assim, praticamente vazia em hora de ponta, não havia passageiros nem com boios. Eu só tinha a Chinkimei a cheia de medo amanhã e até o momento não foi possível apanhar ainda o convoy, eu vou ter que guardar agora, que seja possível. Ou então alguém que...","22, 23, 24, 25, 26",high
10,21:33,22:15,1293.0,1335.0,0.7,Transportes/Mobilidade,Internacional,Transportes/Mobilidade,low_conflict,True,OCR and speech themes conflict.,1.0,0.643,2,weak_candidate_no_persistence,low,21:45,12.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,22:00,27.0,"theme_changed, lexical_change_high","Greves/Trabalho, Transportes/Mobilidade, Saúde","Saúde, Internacional, Transportes/Mobilidade",,,aviões da tap estacionados no aeroporto | greve transportes paralisados | 20 15 | tvi | tvi 20 15 | 20 16 | wi tv | vi tv,"para o Brasil e os passageiros estão a chegar aqui ao atrio das partidas do aeroporto umberto delgado, não só para esses países, mas também para a madeira, açores e alguns países da União Europeia, como é o caso, de Bélgica, Luxemburgo e Reino Unido. Catarina Cardoso, com o ponto de situação, nos hospital aliás não era o porto de Lisbo antes, 60% de os voos acabaram por ser cancelados. Vamos agora aos hospitales ver o que se passou na saúde e impacta gravis joalho. Fecham-se sentidos sobretudo na cirurgia de as não urgentes e nas consultas programadas. A Fedoração Nacional dos Médicos fala numa adesão a rondar os 90%.",27,high
12,28:24,30:45,1704.0,1845.0,2.35,Educação,Greves/Trabalho,Educação,low_conflict,True,OCR and speech themes conflict.,0.745,0.571,4,weak_candidate_no_persistence,low,28:45,21.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,29:00,36.0,"new_theme_after_unknown, lexical_change_high, gap_high","Educação, Greves/Trabalho","Abertura/Manchetes, Educação, Greves/Trabalho, Economia/Proteção Social",,,profissionais de educação são contra a reforma laboral | greve ensino paralisado | tvi 20 22 | 20 22 | cristina peixoto i sindicato dos trabalhadores de apoio educativo | profissionais de educação são contra a reforma laboras | rita mendonça i tvi jornalista | profissionais de educação são contra a reforma labora,"Boa noite, Sandra Irat, pendeira da desão para a greve que está convocada para amanhã por vários sindicatos imperentes ligados à função pública que poderá abranger no nosso professor, mas também auxiliares de educação e outros funcionários como, por exemplo, dos refeitórios essenciais para que se mantenham funcionar a suas escolas. E por isso, já vários escolas alertaram os pais para que amanhã pudrá ser mais um dia de constrangimento. Nós estamos junto. Uma das escolas que hoje teve a serrada aqui em Viseu, a escola básica João de Barros. A desão aqui foi massiva hoje. A manhã, logo que se verá, qual será a desão destes sindicatos que mantém este pré-aviso de greve para amanhã. Por exemplo,...",32,high
