block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
2,36.0,69.0,00:36,01:09,33.0,0.55,1,60.0,90.0,01:00,01:30,30.0,9.0,0.2727272727272727,0.3,Internacional,Internacional,alerta aos países nato | bayerische vertretung in berlin | 0 0km h | 0 4km h | d 6346m | h 18m | 0 0 | 45 06,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Bom, à situação de novo se tensa dentro do Parlamento. Os manifestantes assinaram",1,
3,69.0,72.0,01:09,01:12,3.0,0.05,1,60.0,90.0,01:00,01:30,30.0,3.0,1.0,0.1,Other/Unknown,,lisboa paris londres | 2 95 | 3 28 | 4 05 0 37 1 63,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Bom, à situação de novo se tensa dentro do Parlamento. Os manifestantes assinaram",1,
4,72.0,75.0,01:12,01:15,3.0,0.05,1,60.0,90.0,01:00,01:30,30.0,3.0,1.0,0.1,Other/Unknown,,0 37 | 1 63 | 2 7 | 3 28 | 0 000 | 32 26 11 w,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Bom, à situação de novo se tensa dentro do Parlamento. Os manifestantes assinaram",1,
5,75.0,99.0,01:15,01:39,24.0,0.4,1,60.0,90.0,01:00,01:30,30.0,15.0,0.625,0.5,Other/Unknown,,use 1 | 35037 0 | 41 38 53 n | 51 25 73 n | 19 59 | qui 11 | telejornal | tele jornal,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Bom, à situação de novo se tensa dentro do Parlamento. Os manifestantes assinaram",1,
5,75.0,99.0,01:15,01:39,24.0,0.4,2,90.0,120.0,01:30,02:00,30.0,9.0,0.375,0.3,Other/Unknown,,use 1 | 35037 0 | 41 38 53 n | 51 25 73 n | 19 59 | qui 11 | telejornal | tele jornal,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança, Greves/Trabalho",,,"a grave geral com uma concentração no local. Milhaz de pessoas encheram a praça à frente da Semedade República. E, ao que ir da noite, ocorreram vários incidentes. Os manifestantes foram buscar cachotes do listo Rua e começaram a tirar guerráficas de vidro e sacos do listo na direção da escadaria do Parlamento. A manifestantes de cara tapada foram também em queimados cartazes junto à escadaria. Apenas um manifestante salto às grades. A polícia concentrou-se e reforçou a presença",1,
6,99.0,345.0,01:39,05:45,246.0,4.1,2,90.0,120.0,01:30,02:00,30.0,21.0,0.08536585365853659,0.7,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Justiça/Segurança",manifestação na assembleia | 19 59 | qui 11 | tele jornal | cartazes incendiados junto ao parlamento | psp reteve homem que invadiu escadarias da a r | 111111111111111111111111111111111111111 | telejornal,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança, Greves/Trabalho",,,"a grave geral com uma concentração no local. Milhaz de pessoas encheram a praça à frente da Semedade República. E, ao que ir da noite, ocorreram vários incidentes. Os manifestantes foram buscar cachotes do listo Rua e começaram a tirar guerráficas de vidro e sacos do listo na direção da escadaria do Parlamento. A manifestantes de cara tapada foram também em queimados cartazes junto à escadaria. Apenas um manifestante salto às grades. A polícia concentrou-se e reforçou a presença",1,
6,99.0,345.0,01:39,05:45,246.0,4.1,3,120.0,150.0,02:00,02:30,30.0,30.0,0.12195121951219512,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Justiça/Segurança",manifestação na assembleia | 19 59 | qui 11 | tele jornal | cartazes incendiados junto ao parlamento | psp reteve homem que invadiu escadarias da a r | 111111111111111111111111111111111111111 | telejornal,Abertura/Manchetes,"Abertura/Manchetes, Governo/Partidos, Greves/Trabalho",,,"à porta do Parlamento. Depois, os agentes deixaram a escadaria, a sendo auve, do larmence do objeto por parte de manifestantes. Muito boa noite. A situação neste momento continua complexa.","1, 2",
6,99.0,345.0,01:39,05:45,246.0,4.1,4,150.0,180.0,02:30,03:00,30.0,30.0,0.12195121951219512,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Justiça/Segurança",manifestação na assembleia | 19 59 | qui 11 | tele jornal | cartazes incendiados junto ao parlamento | psp reteve homem que invadiu escadarias da a r | 111111111111111111111111111111111111111 | telejornal,Greves/Trabalho,Greves/Trabalho,,,"Aqui ainda um corredão policial, em uma equipa de intervenção que está neste momento, no início de escadarias estão alinhados de modo a perceber, quando é que vai ser necessário atuar ou não. Uma vez que há pouco de ser rapidamente escladas e foram ao encontro destes manifestantes de modo a tentar despressar esta multidão. De facto isso aconteceu, mas voltaram a juntar e",2,
6,99.0,345.0,01:39,05:45,246.0,4.1,5,180.0,210.0,03:00,03:30,30.0,30.0,0.12195121951219512,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Justiça/Segurança",manifestação na assembleia | 19 59 | qui 11 | tele jornal | cartazes incendiados junto ao parlamento | psp reteve homem que invadiu escadarias da a r | 111111111111111111111111111111111111111 | telejornal,Greves/Trabalho,"Governo/Partidos, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil",,,"também como é visível nas imagens. Continuaram a atuar com cantigos mais agressivos contra o governo e também aqui a provocar um pequeno incêndio com cartazes e faixas que tinham da manifestação desta tarde. E o facto de se chama já são consideráveis, inclusive, também foi usado um cachote do lixo para ser cocado neste fogo, foram retirados aqui das ruas e também o",2,
6,99.0,345.0,01:39,05:45,246.0,4.1,6,210.0,240.0,03:30,04:00,30.0,30.0,0.12195121951219512,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Justiça/Segurança",manifestação na assembleia | 19 59 | qui 11 | tele jornal | cartazes incendiados junto ao parlamento | psp reteve homem que invadiu escadarias da a r | 111111111111111111111111111111111111111 | telejornal,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho",,,"que estava no seu interior, nomeadamente garrafas de vidro que foram arremessadas contra PSP. Aliás, por esta altura, continuam a ser arremessadas garrafas de vidro, mas também alguns tênicos, a mistura, alguns manifestantes têm desprezado por esta hora, mas aqui o que de facto um grupo que se mantém alguns indivíduos de cara tapada e como dizia a Polícia Estáneas do momento posicionada aqui",2,
