block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
1,00:00,00:30,0.0,30.0,0.5,Greves/Trabalho,No speech,Greves/Trabalho,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,candidate_detected,high,00:24,24.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Educação, Greves/Trabalho",,,,universidade | presidente operado | ciacil | losp | greve geral | rvices | group services | olkswagen,,1
2,00:30,01:00,30.0,60.0,0.5,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Greves/Trabalho, Internacional",,,,greve geral | pronto para a guerra | vladimir putin | vladimir putin pronto para a guerra | peste suína espanha em alerta | lomos | campius,,2
3,01:00,01:06,60.0,66.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,44 34 60 n | 1 63 | 277 | 3 90 | 8 15 | 3 28 4 05 0 37 | 75 6 | 1 48,,3
4,01:06,01:18,66.0,78.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,210 | 411331 21w | 44 34 60 n | 54 20 80 n | telejornal | ter 02 19 59,,4
5,01:18,01:24,78.0,84.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 02 19 59 | joão adelino faria,,5
6,01:24,03:36,84.0,216.0,2.2,Saúde,Saúde,Saúde,high,False,,0.455,0.5,2,weak_candidate_no_persistence,low,01:54,30.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,Saúde,Saúde,,,tele jornal | ter 02 19 59 | marcelo no hospital | telejornal | madoel o no licedital | presidente deverá ter alta ama | presidente deverá ter alta amanhã | now,"Esta cirurgia foi feita de uma forma muito atempada ou sem satias de vir, procurar a cuidar de saúde de uma forma muito oportuna e, portanto, corra bem. Estamos a plaza um quadra agudo, bem que se encontrava um forte. Sim, mas que se tivesse corrigado mais horas, podiam ser assim. Nós temos, de qualquer das formas, que ter o cuidado de perceber que está efetivamente tudo bem.","6, 7, 8, 9"
7,03:36,03:42,216.0,222.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:00,24.0,"lexical_change_high, semantic_change_high",,,,,chare da casa civil | fernando frutuoso de melo | tele jornal | ter 02 20 01 | editora de ima | paula meir | repórteres de imag | soraia maia andré mateus pi,,10
8,03:42,03:48,222.0,228.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:00,18.0,"lexical_change_high, semantic_change_high",,,,,tele jornal | ter 02 20 01,,11
9,03:48,04:24,228.0,264.0,0.6,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.667,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:00,12.0,"lexical_change_high, semantic_change_high",Governo/Partidos,,,,tele jornal | ter 02 20 01 | per printiw | presidente internado | telejornal | montenegro leva um abraço do povo português | marcelo rebelo de sousa está muito bem disposto | ter 02 20 02,"Eu acredito que não será a vazive da minha parte de dizer que leva um abraço do povo portuguesa e, portanto, está sorridente passará uma dessa boa disposição também. Uma oportunidade de poder transmitir-lhe que o país está naturalmente com ele e deseja um rápido restabilcimento e recuperação.",12
10,04:24,06:00,264.0,360.0,1.6,Governo/Partidos,Governo/Partidos,Governo/Partidos,high,False,,1.0,0.625,4,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:30,6.0,"new_theme_after_unknown, lexical_change_high",Governo/Partidos,"Eleições/Campanha, Governo/Partidos, Saúde",,,montenegro leva um abraço do pov | presidente internado | telejornal | ter 02 20 02 | montenegro leva um abraço do povo português | 9 1 | direto | presidente da assembl,"Eu acredito que não será a vazive da minha parte de dizer que leva um abraço do povo portuguesa e, portanto, está sorridente passará uma dessa boa disposição também. Uma oportunidade de poder transmitir-lhe que o país está naturalmente com ele e deseja um rápido restabilcimento e recuperação. O primeiro ministro e o presidente da Assembleia da República encontraram-se à porta do hospital e seguiram juntos pro quarto onde estava o presidente. A visita durou pouco mais de 20 minutos, mas foi o suficiente para aguar branca a segurar que não será necessário substituir Marcelo Rebel de Souza nas funções presidenciais. Estava muito bem disposto, a otimista, queria que o presidente que todos conhec...",13
