block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
1,00:03,01:03,3.0,63.0,1.0,Ambiente/Meteorologia/Proteção Civil,Eleições/Campanha,Ambiente/Meteorologia/Proteção Civil,low_conflict,True,OCR and speech themes conflict.; Low speech coverage inside OCR block.,0.05,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Internacional, Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil","Abertura/Manchetes, Eleições/Campanha",,,o próximo alvo trump quer a gronelândia | trump quer a gronelândia | o próximo alvo | polémica na cgd dívidas prescrevem | dlémica na cgd vidas prescrevem | ella nu | c c upi | dlémica na cgd vidas prescrev e m,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias","1, 2"
2,01:03,01:09,63.0,69.0,0.1,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,3.0,first_speech_window,,"Abertura/Manchetes, Eleições/Campanha",,,londres | 2 95 | 3 28 | 5 00 | 5 02 | 5 08 | 0 89 1 63 0 42 | 0 37,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",3
3,01:09,01:21,69.0,81.0,0.2,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,9.0,first_speech_window,,"Abertura/Manchetes, Eleições/Campanha",,,34 28 10 w | 40 39 53 n | 51 25 73 n | telejornal | ter 06 19 58,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",4
4,01:21,03:39,81.0,219.0,2.3,Eleições/Campanha,Eleições/Campanha,Eleições/Campanha,high,False,,0.935,0.767,5,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,21.0,first_speech_window,"Eleições/Campanha, Internacional","Abertura/Manchetes, Eleições/Campanha",,,tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias claras e uma segunda volta parece cada vez mais necessária, importa ver o confronto entre todos. O debate vai decorrer neste cenário, que já estamos a ver, o técnica no Veixan Center do Instituto Superior Técnico, em Lisboa. O debate vai ser às 22 horas, tem duração de duas horas e meia, e está tudo após-tos. Bom, não, eu te mereço toda atenção, até porque são eleições decisivas para os portugueses. Eleger um novo presente república depois de 10 anos de Marcelo Beldzosa, que é o nó que normalmente acontece. Os presidentes são eleitos, es...","5, 6"
5,03:39,04:00,219.0,240.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Transportes/Mobilidade, Justiça/Segurança",,,,tele jornal | ter 06 20 01 | 152 aviões | foi deveras complexa | of the | houve muitas no terreno | muitas botas no terreno | telejornal,,7
6,04:00,04:24,240.0,264.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,e os n oss os não | saltaram de helicópteros | telejornal | ter 06 20 01 | mas foram brilhantes | não estavam protegidos | não estav am protegidos | of the,,8
7,04:24,05:30,264.0,330.0,1.1,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,54.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,Internacional,,,,tele jornal | ter 06 20 02 | 11 100 | the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of t | o que é muito importante | reconhecer aqui | o consentimento prévio do congresso | é que esta operação não exigia,,"9, 10"
8,05:30,05:45,330.0,345.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,mais e mais e mais | sem qualquer plano ou clareza | tele jornal | ter 06 20 03 | apenas caos,,11
9,05:45,06:09,345.0,369.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 03 | jornalista | joão botas | telejornal | leac | logg,,12
10,06:09,06:12,369.0,372.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,lgaç | tele jornal | ter 06 20 03,,13
