block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
1,Eleições/Campanha,3.0,1.0,3.0,0.05,1,"Abertura/Manchetes, Eleições/Campanha",,,1,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias","Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias"
2,Eleições/Campanha,6.0,1.0,6.0,1.0,1,"Abertura/Manchetes, Eleições/Campanha",,,1,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias","Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias"
3,Eleições/Campanha,12.0,1.0,12.0,1.0,1,"Abertura/Manchetes, Eleições/Campanha",,,1,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias","Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias"
4,Eleições/Campanha,99.0,0.7674418604651163,129.0,0.9347826086956522,5,"Abertura/Manchetes, Eleições/Campanha",,,"1, 2","Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias claras e uma segunda volta parece cada vez mais necessária, importa ver o confronto entre todos. O debate vai decorrer neste cenário, que já estamos a ver, o técnica no Veixan Center do Instituto Superior Técnico, em Lisboa. O debate vai ser às 22 horas, tem duração de duas horas e meia, e está tudo após-tos. Bom, não, eu te mereço toda atenção, até porque são eleições decisivas para os portugueses. Eleger um novo presente república depois de 10 anos de Marcelo Beldzosa, que é o nó que normalmente acontece. Os presidentes são eleitos, estão com mandato cinco anos, conseguem ser eleitos mais cinco anos, mas este é o momento em Portugal, vai ter um novo presente república. E será um destes 11 candidatos, já vemos as fotografias nas cadeiras que cada um vai ocupar dentro de duas horas às 10 da noite, um debate de duas horas e meia. Eu diria que é um debate decisivo para aqueles que ainda não sabem em quem vão votar, uma eleição decisiva para os portugueses, para o país, para a antacituação que o mundo vive, mas também um debate com grande importância para aqueles que pensam já ter decidido a sua posição. É daqui a duas horas, são duas horas e meia de debate, muito tempo para todos os candidatos apresentarem as suas posições e para os portugueses eleitores, estarem atentos e depois votarem em dia de soito.","Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias claras e uma segunda volta parece cada vez mais necessária, importa ver o confronto entre todos. O debate vai decorrer neste cenário, que já estamos a ver, o técnica no Veixan Center do Instituto Superior Técnico, em Lisboa. O debate vai ser às 22 horas, tem duração de duas horas e meia, e está tudo após-tos. Bom, não, eu te mereço toda atenção, até porque são eleições decisivas para os portugueses. Eleger um novo presente república depois de 10 anos de Marcelo Beldzosa, que é o nó que normalmente acontece. Os presidentes são eleitos, es..."
5,No speech,0.0,0.0,0.0,0.0,0,,,,,,
6,No speech,0.0,0.0,0.0,0.0,0,,,,,,
7,No speech,0.0,0.0,0.0,0.0,0,,,,,,
8,No speech,0.0,0.0,0.0,0.0,0,,,,,,
9,No speech,0.0,0.0,0.0,0.0,0,,,,,,
10,No speech,0.0,0.0,0.0,0.0,0,,,,,,
11,No speech,0.0,0.0,0.0,0.0,0,,,,,,
12,No speech,0.0,0.0,0.0,0.0,0,,,,,,
13,No speech,0.0,0.0,0.0,0.0,0,,,,,,
14,No speech,0.0,0.0,0.0,0.0,0,,,,,,
15,Other/Unknown,18.0,1.0,18.0,0.6666666666666666,1,,,,3,lavender sersea kas as vo deram,lavender sersea kas as vo deram
16,Other/Unknown,33.0,1.0,33.0,1.0,2,,,,3,"lavender sersea kas as vo deram sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino","lavender sersea kas as vo deram sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino"
17,Other/Unknown,3.0,1.0,3.0,1.0,1,,,,3,"sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino","sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino"
18,Abertura/Manchetes,6.0,0.5,12.0,1.0,2,Abertura/Manchetes,,,"3, 4, 5","sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino É no maior que agora em direto está o jornalista Pedro Paivas, junto ao estabelecimento presional de Nicolás Maduro, Pedro, mais uma vez, botar-te para ti, trampa e insistir nos comentários a Cuba, a Colombia e até a Grunlandia. Porgunte-se os norte-americanos estão a entender e apoiam estas intenções de trampo que tanto do nos preocupa aqui sobretudo na Europa. Boa noite, Ati, João,","sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino É no maior que agora em direto está o jornalista Pedro Paivas, junto ao estabelecimento presional de Nicolás Maduro, Pedro, mais uma vez, botar-te para ti, trampa e insistir nos comentários a Cuba, a Colombia e até a Grunlandia. Porgunte-se os norte-americanos estão a entender e apoiam estas intenções de trampo que tanto do nos preocupa aqui sobretudo na Europa. Boa noite, Ati, João,"
