block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
1,3.0,63.0,00:03,01:03,60.0,1.0,1,60.0,90.0,01:00,01:30,30.0,3.0,0.05,0.1,Ambiente/Meteorologia/Proteção Civil,"Internacional, Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil",o próximo alvo trump quer a gronelândia | trump quer a gronelândia | o próximo alvo | polémica na cgd dívidas prescrevem | dlémica na cgd vidas prescrevem | ella nu | c c upi | dlémica na cgd vidas prescrev e m,Eleições/Campanha,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",1,
2,63.0,69.0,01:03,01:09,6.0,0.1,1,60.0,90.0,01:00,01:30,30.0,6.0,1.0,0.2,Other/Unknown,,londres | 2 95 | 3 28 | 5 00 | 5 02 | 5 08 | 0 89 1 63 0 42 | 0 37,Eleições/Campanha,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",1,
3,69.0,81.0,01:09,01:21,12.0,0.2,1,60.0,90.0,01:00,01:30,30.0,12.0,1.0,0.4,Other/Unknown,,34 28 10 w | 40 39 53 n | 51 25 73 n | telejornal | ter 06 19 58,Eleições/Campanha,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",1,
4,81.0,219.0,01:21,03:39,138.0,2.3,1,60.0,90.0,01:00,01:30,30.0,9.0,0.06521739130434782,0.3,Eleições/Campanha,"Eleições/Campanha, Internacional",tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,Eleições/Campanha,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite dentro de duas horas, começa aqui na RTP o único debate com todos os candidatos presidenciais, nesta altura, em que as chondagens não dão vitórias",1,
4,81.0,219.0,01:21,03:39,138.0,2.3,2,90.0,120.0,01:30,02:00,30.0,30.0,0.21739130434782608,1.0,Eleições/Campanha,"Eleições/Campanha, Internacional",tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,Other/Unknown,,,,"claras e uma segunda volta parece cada vez mais necessária, importa ver o confronto entre todos. O debate vai decorrer neste cenário, que já estamos a ver, o técnica no Veixan Center do Instituto Superior Técnico, em Lisboa. O debate vai ser às 22 horas, tem duração de duas horas e meia, e está tudo após-tos.",1,
4,81.0,219.0,01:21,03:39,138.0,2.3,3,120.0,150.0,02:00,02:30,30.0,30.0,0.21739130434782608,1.0,Eleições/Campanha,"Eleições/Campanha, Internacional",tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,Eleições/Campanha,Eleições/Campanha,,,"Bom, não, eu te mereço toda atenção, até porque são eleições decisivas para os portugueses. Eleger um novo presente república depois de 10 anos de Marcelo Beldzosa, que é o nó que normalmente acontece. Os presidentes são eleitos, estão com mandato cinco anos, conseguem ser eleitos mais cinco anos, mas este é o momento em Portugal, vai ter um novo presente república. E será um destes 11 candidatos, já vemos as fotografias nas cadeiras que cada um vai ocupar",2,
4,81.0,219.0,01:21,03:39,138.0,2.3,4,150.0,180.0,02:30,03:00,30.0,30.0,0.21739130434782608,1.0,Eleições/Campanha,"Eleições/Campanha, Internacional",tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,Eleições/Campanha,Eleições/Campanha,,,"dentro de duas horas às 10 da noite, um debate de duas horas e meia. Eu diria que é um debate decisivo para aqueles que ainda não sabem em quem vão votar, uma eleição decisiva para os portugueses, para o país, para a antacituação que o mundo vive, mas também um debate com grande importância para aqueles que pensam já ter decidido a sua posição. É daqui a duas horas, são duas horas e meia de debate, muito tempo para todos os candidatos apresentarem",2,
4,81.0,219.0,01:21,03:39,138.0,2.3,5,180.0,210.0,03:00,03:30,30.0,30.0,0.21739130434782608,1.0,Eleições/Campanha,"Eleições/Campanha, Internacional",tele jornal | ter 06 19 59 | joão adelino faria | telejornal | eleições presidenciais | uum | único debate com 11 candidatos | único debate com 11 candidatos às 22h00 na rtp,Eleições/Campanha,Eleições/Campanha,,,"as suas posições e para os portugueses eleitores, estarem atentos e depois votarem em dia de soito.",2,
15,441.0,468.0,07:21,07:48,27.0,0.45,14,450.0,480.0,07:30,08:00,30.0,18.0,0.6666666666666666,0.6,Other/Unknown,"Economia/Proteção Social, Transportes/Mobilidade",e uma democracia sólida | tele jornal | ter 06 20 05 | com estabilidade económica | e bons salários | telejornal | e saí para trabalhar ontem | saí para trabalhar no sábado,Other/Unknown,,,,lavender sersea kas as vo deram,3,
16,468.0,501.0,07:48,08:21,33.0,0.55,14,450.0,480.0,07:30,08:00,30.0,12.0,0.36363636363636365,0.4,Other/Unknown,,breaking news | telejornal | ter 06 20 05 | hannitu | moments away exclusive interview with | venezuelan opposition leader maria corina machado | hannil | hannity,Other/Unknown,,,,lavender sersea kas as vo deram,3,
