total 	32 	         44.374916509
thread_0 	1          31.549717230
thread_1 	1          30.410845159
thread_2 	1          30.794089295
thread_3 	1          39.487373213
thread_4 	1          30.194193105
thread_5 	1          30.376251140
thread_6 	1          31.231247922
thread_7 	1          31.524404844
thread_8 	1          31.913432508
thread_9 	1          31.372675123
thread_10 	0           0.000000100
thread_11 	0           0.000000100
thread_12 	0           0.000000100
thread_13 	0           0.000000200
thread_14 	0           0.000000100
thread_15 	0           0.000000200
thread_16 	0           0.000000200
thread_17 	0           0.000000200
thread_18 	0           0.000000200
thread_19 	0           0.000000200
thread_20 	0           0.000000200
thread_21 	0           0.000000100
thread_22 	0           0.000000200
thread_23 	0           0.000000200
thread_24 	0           0.000000100
thread_25 	0           0.000000200
thread_26 	0           0.000000100
thread_27 	0           0.000000100
thread_28 	0           0.000000100
thread_29 	0           0.000000100
thread_30 	0           0.000000200
thread_31 	0           0.000000300
