block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
1,No speech,0.0,0.0,0.0,0.0,0,,,,,,
2,No speech,0.0,0.0,0.0,0.0,0,,,,,,
3,No speech,0.0,0.0,0.0,0.0,0,,,,,,
4,No speech,0.0,0.0,0.0,0.0,0,,,,,,
5,Saúde,3.0,1.0,3.0,1.0,1,"Saúde, Internacional",,,1,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do","Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do"
6,Saúde,12.0,1.0,12.0,1.0,1,"Saúde, Internacional",,,1,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do","Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do"
7,Saúde,45.0,1.0,45.0,1.0,2,"Saúde, Internacional",,,1,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do hospital de São João no Porto. Durante 3 horas, o país teve um suspense sem saber se haveria necessidade de substituir o presidente da República pela Segunda figura do Estado.","Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do hospital de São João no Porto. Durante 3 horas, o país teve um suspense sem saber se haveria necessidade de substituir o presidente da República pela Segunda figura do Estado."
8,Saúde,6.0,1.0,6.0,1.0,1,Saúde,,,2,"e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser","e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser"
9,Saúde,42.0,1.0,42.0,1.0,2,Saúde,,,2,"e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho.","e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho."
10,Saúde,12.0,1.0,12.0,0.8,1,Saúde,,,2,"assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho.","assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho."
11,Saúde,12.0,0.2857142857142857,42.0,0.6086956521739131,2,"Governo/Partidos, Saúde",,,3,"Muito bem, que aquilo que nos foi sendo do sempre dito, mesmo antes depois da operação, e neste primeiro dia, com o pleto de internamento aqui de Marcelo Rebeaux de Souza, não há a espitádua de São João, é que o presidente da República teve sempre o presidente que conhecemos, muito comunicativo, muito conversador, bem disposto, agradeceu aos profissionais de saúde. Já recebeu estas duas visitas de Luís Montenegro e também do presidente da Assembleia da República. E, portanto, o que importa agora perceberá, efetivamente, como exterram as próximas horas, e hoje já não haverá mais nenhum ponto de situação por parte do hospital, mas amanhã dia em que Marcelo Rebeaux de Souza poderá ter alta, e sim está a provir que possam novamente falar, se tudo correr bem, pelo meu último, com os órgãos de comunicação social,","Muito bem, que aquilo que nos foi sendo do sempre dito, mesmo antes depois da operação, e neste primeiro dia, com o pleto de internamento aqui de Marcelo Rebeaux de Souza, não há a espitádua de São João, é que o presidente da República teve sempre o presidente que conhecemos, muito comunicativo, muito conversador, bem disposto, agradeceu aos profissionais de saúde. Já recebeu estas duas visitas de Luís Montenegro e também do presidente da Assembleia da República. E, portanto, o que importa agora perceberá, efetivamente, como exterram as próximas horas, e hoje já não haverá mais nenhum ponto de situação por parte do hospital, mas amanhã dia em que Marcelo Rebeaux de Souza poderá ter alta, e s..."
