block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
5,60.0,63.0,01:00,01:03,3.0,0.05,1,60.0,90.0,01:00,01:30,30.0,3.0,1.0,0.1,Other/Unknown,,a televisão feita por si | 19 55,Saúde,"Saúde, Internacional",,,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do",1,
6,63.0,75.0,01:03,01:15,12.0,0.2,1,60.0,90.0,01:00,01:30,30.0,12.0,1.0,0.4,Other/Unknown,,19 55,Saúde,"Saúde, Internacional",,,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do",1,
7,75.0,120.0,01:15,02:00,45.0,0.75,1,60.0,90.0,01:00,01:30,30.0,15.0,0.3333333333333333,0.5,Other/Unknown,Saúde,tvi 19 55 | 1001 | a description of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party | 19 55 | the the property of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the par | a hérnia rara de marcelo,Saúde,"Saúde, Internacional",,,"Boanã que se marceu, o redor de Osoza está a fora de prigo e a recuperar, mas cancelou as visitas da Espanha e ao Vaticano, agendadas para a próxima semana. O presidente da República foi submetido a uma cirurgia de emergência e uma erna encorrelada que teta a após ter sentido fortes dorsabdominais que levaram às urgências do",1,
7,75.0,120.0,01:15,02:00,45.0,0.75,2,90.0,120.0,01:30,02:00,30.0,30.0,0.6666666666666666,1.0,Other/Unknown,Saúde,tvi 19 55 | 1001 | a description of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party | 19 55 | the the property of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the par | a hérnia rara de marcelo,Saúde,Saúde,,,"hospital de São João no Porto. Durante 3 horas, o país teve um suspense sem saber se haveria necessidade de substituir o presidente da República pela Segunda figura do Estado.",1,
8,120.0,126.0,02:00,02:06,6.0,0.1,3,120.0,150.0,02:00,02:30,30.0,6.0,1.0,0.2,Other/Unknown,,portugal | presidente está fora de perigo e a recuperar | a hérnia rara de marcelo | tvi 19 56 | rad | 19 56 | tvi,Saúde,Saúde,,,"e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser",2,
9,126.0,168.0,02:06,02:48,42.0,0.7,3,120.0,150.0,02:00,02:30,30.0,24.0,0.5714285714285714,0.8,Internacional,Internacional,presidente cancela visitas a espanha e ao vatican | 19 56 | a hérnia rara de marcelo | tvi | raf | presidente cancela visitas a espanha e ao vaticano | tvi 19 56 | radio observado,Saúde,Saúde,,,"e está bem. O risco de infecção é baixo, mas é preciso acima de tudo, cautela. Esta cirurgia foi feita de uma forma muito atempada, ou sem satéis de vir, para curar a cuidar de saúde de uma forma muito oportuna. E, portanto, com o Robán. Estamos a falar já num quadro a outro em que se encontrava o presidente. Sim, mas se tivesse decorrido algumas horas, podia não ser",2,
9,126.0,168.0,02:06,02:48,42.0,0.7,4,150.0,180.0,02:30,03:00,30.0,18.0,0.42857142857142855,0.6,Internacional,Internacional,presidente cancela visitas a espanha e ao vatican | 19 56 | a hérnia rara de marcelo | tvi | raf | presidente cancela visitas a espanha e ao vaticano | tvi 19 56 | radio observado,Saúde,Saúde,,,"assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho.",2,
10,168.0,183.0,02:48,03:03,15.0,0.25,4,150.0,180.0,02:30,03:00,30.0,12.0,0.8,0.4,Other/Unknown,,tvi presidente a recuperar bem | presidente a recuperar bem | tvi 19 57 | porta | pod | marcelo fez o levante e uma refeição ligeira | presidente não pára | tv i 19 57,Saúde,Saúde,,,"assim. Ainda na cama do hospital, Marcelo já voltou ao trabalho.",2,
11,183.0,252.0,03:03,04:12,69.0,1.15,6,210.0,240.0,03:30,04:00,30.0,30.0,0.43478260869565216,1.0,Saúde,Saúde,presidente não pára | tvi 19 57 | marcelo promulgou um diploma no hospital | marcelo promulgou um diploma no hospital andreia jorge luís nuno de sousa moreira i jornalistas | 19 57 | ilipe freitas i editor de immgem | tvi | filipe freitas i editor de imagem,Other/Unknown,,,,"Muito bem, que aquilo que nos foi sendo do sempre dito, mesmo antes depois da operação, e neste primeiro dia, com o pleto de internamento aqui de Marcelo Rebeaux de Souza, não há a espitádua de São João, é que o presidente",3,
11,183.0,252.0,03:03,04:12,69.0,1.15,7,240.0,270.0,04:00,04:30,30.0,12.0,0.17391304347826086,0.4,Saúde,Saúde,presidente não pára | tvi 19 57 | marcelo promulgou um diploma no hospital | marcelo promulgou um diploma no hospital andreia jorge luís nuno de sousa moreira i jornalistas | 19 57 | ilipe freitas i editor de immgem | tvi | filipe freitas i editor de imagem,Saúde,"Governo/Partidos, Saúde",,,"da República teve sempre o presidente que conhecemos, muito comunicativo, muito conversador, bem disposto, agradeceu aos profissionais de saúde. Já recebeu estas duas visitas de Luís Montenegro e também do presidente da Assembleia da República. E, portanto, o que importa agora perceberá, efetivamente, como exterram as próximas horas, e hoje já não haverá mais nenhum ponto de situação por parte do hospital, mas amanhã dia em que Marcelo Rebeaux de Souza poderá ter alta, e sim está a provir que possam novamente falar, se tudo correr bem, pelo meu último, com os órgãos de comunicação social,",3,
