total 	16 	         52.821424283
thread_0 	2          40.125731236
thread_1 	2          38.603264486
thread_2 	2          48.265240182
thread_3 	2          40.579119388
thread_4 	2          40.240718898
thread_5 	2          47.416170771
thread_6 	2          39.546926437
thread_7 	2          39.747166795
thread_8 	2           4.562148327
thread_9 	2           4.332881717
thread_10 	2           4.337928910
thread_11 	2           4.703461948
thread_12 	2           4.574068511
thread_13 	2           4.712588936
thread_14 	2           4.044261282
thread_15 	2           4.635706434
