block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
1,3.0,63.0,00:03,01:03,60.0,1.0,1,60.0,90.0,01:00,01:30,30.0,3.0,0.05,0.1,Internacional,"Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil, Greves/Trabalho, Internacional",médica do ozempic meio milhão de caução | incêndio na cop 30 | for ou | negociações greve geral | plano de paz ucrânia | plano de pa ucrânia | epaz | crania,Abertura/Manchetes,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,
2,63.0,69.0,01:03,01:09,6.0,0.1,1,60.0,90.0,01:00,01:30,30.0,6.0,1.0,0.2,Other/Unknown,,no and a second | semente | 45 33 61 n | 17 39 | 2 95 | 277 | 3 90 | 8 15,Abertura/Manchetes,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,
3,69.0,81.0,01:09,01:21,12.0,0.2,1,60.0,90.0,01:00,01:30,30.0,12.0,1.0,0.4,Other/Unknown,,45 33 61 n | 55 19 81 n | qui 20 19 58 | telejornal,Abertura/Manchetes,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,
4,81.0,84.0,01:21,01:24,3.0,0.05,1,60.0,90.0,01:00,01:30,30.0,3.0,1.0,0.1,Other/Unknown,,qui 20 19 58 | telejornal | joão adelino faria rtp | ioão adelinio fadia | qui 20 19 59,Abertura/Manchetes,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,
5,84.0,249.0,01:24,04:09,165.0,2.75,1,60.0,90.0,01:00,01:30,30.0,6.0,0.03636363636363636,0.2,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Abertura/Manchetes,"Abertura/Manchetes, Eleições/Campanha",,,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,
5,84.0,249.0,01:24,04:09,165.0,2.75,2,90.0,120.0,01:30,02:00,30.0,30.0,0.18181818181818182,1.0,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Eleições/Campanha,Eleições/Campanha,,,dois candidatos à presidência da República vão discutir temas como o alé laboral a tapo aos poderes do presidente da República. O debate que vai ser neste estudo e começa a seguir ao telas de jornal vai ser mudado pelo Victor Gonçado.,1,
5,84.0,249.0,01:24,04:09,165.0,2.75,3,120.0,150.0,02:00,02:30,30.0,30.0,0.18181818181818182,1.0,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Justiça/Segurança,Justiça/Segurança,,,"A Médicas Rupras 9 e 9 a.m. a o tico do Porto para ser presente à juíza de instrução criminal e responder pela prática de crimes cometidos, algadamente há muitos anos. A operação Avelix arrancou em 2020 com uma denúncia. Muito antes, já",2,
5,84.0,249.0,01:24,04:09,165.0,2.75,4,150.0,180.0,02:30,03:00,30.0,30.0,0.18181818181818182,1.0,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Justiça/Segurança,Justiça/Segurança,,,"se receitava, os empicanho Portugal, para pessoas com diabetes tipo 2. A Indócronulgista graça Vargas começou a ser interrogada por sospeta de Múrla qualificado ao Serviço Nacional de Sude e falsidade informática. Traa os dados está de implementos três milhões para já saem em liberdade contra pagamento de caução de 1 milhão de euros a prestar em 30 dias. Fica ainda proibida de contatar com destemunhas, com o tente, não diabéticos, a quem tenha prescrito, com","2, 3",
5,84.0,249.0,01:24,04:09,165.0,2.75,5,180.0,210.0,03:00,03:30,30.0,30.0,0.18181818181818182,1.0,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Other/Unknown,,,,"os demais erguidos. Fica também proibida de frequentar a clínica onde inserecia, se ausentar para os tranjeiros e se suspensa de praticar medicina.",3,
5,84.0,249.0,01:24,04:09,165.0,2.75,6,210.0,240.0,03:30,04:00,30.0,30.0,0.18181818181818182,1.0,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",qui 20 19 59 | telejornal | debates presidenciais | gouveia e melo e cot | gouveia e melo e cotrim figueiredo às 21h na rtp | 19 59 | qui 20 | oticias rtp pt,Justiça/Segurança,Justiça/Segurança,,,"Graça Vargas passava receitas dosa-empique que custa por embalagem 16 euros e 85 centímetros. Cada cliente pagaria apenas cerca de 10 euros, ficando o restante valor a cargo do verário público. Segunda investigação, ela será recordista",4,
