block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
1,00:03,01:03,3.0,63.0,1.0,Internacional,Abertura/Manchetes,Internacional,low_conflict,True,OCR and speech themes conflict.; Low speech coverage inside OCR block.,0.05,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Justiça/Segurança, Ambiente/Meteorologia/Proteção Civil, Greves/Trabalho, Internacional","Abertura/Manchetes, Eleições/Campanha",,,médica do ozempic meio milhão de caução | incêndio na cop 30 | for ou | negociações greve geral | plano de paz ucrânia | plano de pa ucrânia | epaz | crania,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",1,high
2,01:03,01:09,63.0,69.0,0.1,Other/Unknown,Abertura/Manchetes,Abertura/Manchetes,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,3.0,first_speech_window,,"Abertura/Manchetes, Eleições/Campanha",,,no and a second | semente | 45 33 61 n | 17 39 | 2 95 | 277 | 3 90 | 8 15,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",2,medium
3,01:09,01:21,69.0,81.0,0.2,Other/Unknown,Abertura/Manchetes,Abertura/Manchetes,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,9.0,first_speech_window,,"Abertura/Manchetes, Eleições/Campanha",,,45 33 61 n | 55 19 81 n | qui 20 19 58 | telejornal,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",3,medium
4,01:21,01:24,81.0,84.0,0.05,Other/Unknown,Abertura/Manchetes,Abertura/Manchetes,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:00,21.0,first_speech_window,,"Abertura/Manchetes, Eleições/Campanha",,,qui 20 19 58 | telejornal | joão adelino faria rtp | ioão adelinio fadia | qui 20 19 59,"Boa noite, primeiro debate das presidenciais na RTP. Esta noite, em ricovei, melis, um cotinho figurado, vão estar aqui frente a frente, logo a seguir ao telas de jornal. Os",4,medium
6,04:09,04:15,249.0,255.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:30,21.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",,,,,david araújo josé pedro ribeiro | editora de imagem | onsudi | paula meira | repórteres de imagem | jornalistas | patrícia machado sónia silva francisca fortuna | qui 20 20 01,"da prescrição deste medicamento em Portugal. É a RTP que se tira no farmácia, zoomedicamente continua ratiado, uma delas informou receber apenas uma embalagem de cada dosagem por semana.",7,medium
7,04:15,05:03,255.0,303.0,0.8,Other/Unknown,Saúde,Saúde,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.688,3,late_body_ocr_change,low,,39.0,4,"new_body_terms, lexical_shift_from_baseline, body_zone_changed",True,04:30,15.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",Justiça/Segurança,"Saúde, Justiça/Segurança",,,qui 20 20 01 | telejornal | 4 doser | ice | operação gambérria | funcionárias ficam suspensas e | funcionárias ficam suspensas e em liberdade | ticias rtp pt,"da prescrição deste medicamento em Portugal. É a RTP que se tira no farmácia, zoomedicamente continua ratiado, uma delas informou receber apenas uma embalagem de cada dosagem por semana. O tribunal decidiu ter uma identidade e residência para as duas mulheres suspeitas de inscrever em de forma illegal 10 mil imigrantes no serviço nacional de saúde. Além disso, as duas funcionárias de um centro de saúde de cortegassa, ovar, ficam suspenças de funções e prohibidas de se contactarem uma outra e também elementos de organização que está sendo investigada pela perjota. A Polícia Judicialia acredita que as duas mulheres estão envolvidas no esquema de legalização fraude lenta de imigrantes. Os imigr...",8,medium
9,05:51,06:00,351.0,360.0,0.15,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,06:00,9.0,"theme_changed, semantic_change_high",,"Saúde, Justiça/Segurança",,,qui 20 20 03 | telejornal | carlos felgueiras è s | editor de ima | ana serapic | jornalis | carlos felgueiras e sousa | editor de imagem,"do SNS. Ataí legal já duraria há um animai. A Pejota de Teve, de 16 pessoas incluindo uma funcionária de um ministério dos negócios tranjeios. Constituiu, no total, 26 arguidos nesta operação Canberria. As funcionárias ficam em liberdade, mas vão ter de responder a vários cremos corrupção passiva, a suceção de auxílio à emigração ilegal e falsidade informática.",10,medium
12,08:21,08:24,501.0,504.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,08:30,9.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high",,,,,qui 20 20 05 | telejornal | qui 20 20 06,,14,medium
15,15:36,15:39,936.0,939.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,editor de imagem | luís lobo | repórter de imagem | jornalista | pedro valador | carlos felgueiras e sousa | qui 20 20 13 | telejornal,,21,medium
16,15:39,17:45,939.0,1065.0,2.1,Greves/Trabalho,No speech,Greves/Trabalho,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,39.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Greves/Trabalho, Governo/Partidos",,,,qui 20 20 13 | telejornal | oreve geral | greve geral | egeral a 11 di | greve geral a 11 dezembro | ugt já entregou o pré aviso de greve | elejornal,,"22, 23, 24, 25",medium
17,17:45,17:48,1065.0,1068.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:00,15.0,"lexical_change_high, semantic_change_high, gap_high",,,,,ugt mantém disponibilidade para negociar | oficios republ | qui 20 20 15 | tele jornal | commence of the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the | miles for a way and the second of the second of the second of the second of the second of the second of the second of the second of the second of the second of the second of the second o,,26,medium
18,17:48,19:03,1068.0,1143.0,1.25,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.8,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:00,12.0,"lexical_change_high, semantic_change_high, gap_high","Greves/Trabalho, Governo/Partidos",,,,rodrigo lobo tiago m p costa carlos felgueiras e sousa repórteres de imagem edito | joão santos costa joão ricardo jornalistas | vão santos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c | greve geral de todos os trabalhadores no dia a greve geral de todos os trabalhadores no dia a greve geral de todos os trabalhadores no dia a greve ,"Se juntar-se a misto do trabalho e também fazer a parte da expressão, a limite que isso é possível. Com certeza é impossível que todos estejam da cor do sobretudo e sem possível nós sabemos disso. A base do acordo significará sempre uma silência de cada um. Aquilo que nós precisamos neste momento é de nos sentarmos a mesa, aquilo que estamos a fazer.",27,medium
19,19:03,20:09,1143.0,1209.0,1.1,Economia/Proteção Social,No speech,Economia/Proteção Social,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Economia/Proteção Social,,,,pm diz flexibilização laboral cria possibilidade | aumento permanente pensões | qui 20 20 16 | telejornal | ficial ttp pt | tele jornal | oticias rtp pt | portuga,,28,medium
20,20:09,20:15,1209.0,1215.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 20 20 17 | telejornal,,29,medium
