total 	32        61.037390058
thread_0 	1          46.745921412
thread_1 	1           4.598020252
thread_2 	1          46.858756705
thread_3 	1           5.067868869
thread_4 	1          45.549593185
thread_5 	1           1.805102234
thread_6 	1          45.113703712
thread_7 	1           3.609067047
thread_8 	1          43.770557895
thread_9 	1           4.445190142
thread_10 	1          56.036367837
thread_11 	1           4.721295076
thread_12 	1          47.045242896
thread_13 	1           3.891335675
thread_14 	1          46.697993821
thread_15 	1           3.771328745
thread_16 	1          46.905969308
thread_17 	1           3.728385170
thread_18 	1          46.968315604
thread_19 	1           5.196648086
thread_20 	1          45.922236569
thread_21 	1           4.602590043
thread_22 	1          44.391947965
thread_23 	1           4.894276167
thread_24 	1          42.579731276
thread_25 	1           5.072591559
thread_26 	1          55.812718709
thread_27 	1           4.538665979
thread_28 	1          47.046596408
thread_29 	1           5.024063085
thread_30 	1          46.694549628
thread_31 	1           4.424151445
