total 	32         12.760770427
thread_0 	1           9.046224217
thread_1 	1           9.381479611
thread_2 	1           8.994966817
thread_3 	1          11.231307083
thread_4 	1           9.192102814
thread_5 	1           9.206283114
thread_6 	1           8.988371117
thread_7 	1           9.180544815
thread_8 	1           9.137335215
thread_9 	1           8.975971118
thread_10 	0           0.000000200
thread_11 	0           0.000000300
thread_12 	0           0.000000400
thread_13 	0           0.000000100
thread_14 	0           0.000000100
thread_15 	0           0.000000100
thread_16 	0           0.000000100
thread_17 	0           0.000000200
thread_18 	0           0.000000100
thread_19 	0           0.000000100
thread_20 	0           0.000000100
thread_21 	0           0.000000100
thread_22 	0           0.000000100
thread_23 	0           0.000000100
thread_24 	0           0.000000200
thread_25 	0           0.000000200
thread_26 	0           0.000000100
thread_27 	0           0.000000100
thread_28 	0           0.000000100
thread_29 	0           0.000000100
thread_30 	0           0.000000100
thread_31 	0           0.000000200
